,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
30444,veteranstoday,30444,"Rag Radio: Acclaimed Progressive Hip-Hop Duo, Riders Against the Storm - - Chaka and Qi...",happy,Fake,1,-1,14.1,17.6,150.5,-0.164,-0.169,0.17,1.51,0.0,0.57,0.73,2.14,1.0,0.21,2.67,2.52,1.89,0.59,0.0,0.0,0.0,2.51,0.58,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.21632489562034607,0.7836751341819763,0.0,0.0018730415031313896,0.7576622366905212,0.24046474695205688,2.473406757186325e-10,2.873703674217593e-25,1.391341480766936e-16,1.0,5.322406469547569e-13,5.776605322554973e-12,1.1572149904992557e-09
37273,veteranstoday,37273,Why did Donald Trump recognise Jerusalem as the capital of Israel? - - The decision o...,happy,Fake,1,129,1.7,4.9,145.3,-0.163,0.096,-0.058,0.67,0.43,0.64,0.0,3.02,2.65,1.9,2.33,2.88,0.58,0.14,0.0,0.7,0.0,2.45,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.387356698513031,0.612643301486969,0.0,0.16018831729888916,0.8135761618614197,0.026235606521368027,1.4796727772513145e-18,1.3968483170711487e-34,1.0731428359877018e-13,0.9999996423721313,7.30018665960272e-14,9.035665688968478e-14,3.391607208413916e-07
34771,veteranstoday,34771,1963: U.S President John F. Kennedy assassinated on this day in history - - On this 22...,happy,Fake,1,91,9.0,21.9,132.9,-0.11,-0.059,-0.078,0.29,0.0,3.25,0.0,2.53,1.8,0.98,3.19,2.76,1.86,0.32,0.0,0.84,0.0,2.51,0.21,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29177966713905334,0.7082203030586243,0.0,0.15269097685813904,0.5559414625167847,0.2913675308227539,7.023557625253363e-13,4.368506356894168e-15,8.627849723552572e-08,0.9999986886978149,1.6783317846602586e-07,1.5490137384582825e-12,9.806315119931241e-07
35070,veteranstoday,35070,"Thanksgiving for JFK - - If he had lived, President John F. Kennedy would have been 10...",happy,Fake,1,91,9.0,21.9,132.9,-0.11,-0.059,-0.078,0.29,0.0,3.25,0.0,2.53,1.8,0.98,3.19,2.76,1.86,0.32,0.0,0.84,0.0,2.51,0.21,0.25,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.29177966713905334,0.7082203030586243,0.0,0.15269097685813904,0.5559414625167847,0.2913675308227539,7.023557625253363e-13,4.368506356894168e-15,8.627849723552572e-08,0.9999986886978149,1.6783317846602586e-07,1.5490137384582825e-12,9.806315119931241e-07
31139,veteranstoday,31139,Harvey Weinstein hired Mossad agents in 2016 to destroy Rose McGown - - ...by Jonas ...,happy,Fake,1,-1,-12.2,14.1,133.8,0.006,-0.052,-0.102,0.0,0.0,0.0,0.17,1.13,2.11,0.0,1.14,2.35,1.39,0.0,0.0,1.24,0.0,1.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23386715352535248,0.7661328315734863,0.0,0.16531823575496674,0.1797463446855545,0.6549354195594788,5.878742805054404e-12,1.2498647439606025e-16,6.192475421329391e-09,0.9999982118606567,2.7558163750995845e-08,3.233228615395767e-11,1.759228666742274e-06
35828,veteranstoday,35828,Nonprofit works to gets veterans back to work - - Much has changed in Chris White's li...,happy,Fake,1,-1,5.0,10.6,132.6,-0.04,0.021,-0.015,0.0,0.0,0.0,0.0,1.24,0.95,0.0,0.34,2.58,1.78,0.18,0.0,1.87,0.0,1.21,1.07,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.3823012709617615,0.6176987290382385,0.0,0.10641246289014816,0.5262468457221985,0.36734068393707275,5.924565016357519e-07,4.624002955187073e-20,5.726837892794379e-10,0.9999980926513672,1.258247607438534e-06,1.4903185352466153e-09,1.2496593759792063e-09
30464,veteranstoday,30464,"Rag Radio: Palestine, Zionism and Human Rights - - Rag Radio host Thorne Dreyer intervi...",happy,Fake,1,-1,20.5,15.4,141.1,-0.159,-0.004,0.059,0.0,0.0,2.62,0.53,1.96,1.9,1.69,1.48,0.86,2.11,1.32,0.47,1.95,0.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48907533288002014,0.41566988825798035,0.0952548012137413,0.051807403564453125,0.721351683139801,0.22684091329574585,6.887780568121116e-09,1.864438828470937e-23,8.354180541791933e-11,0.9999973773956299,3.7341207903551776e-10,1.677482042161671e-10,2.650265514603234e-06
30459,veteranstoday,30459,Rag Radio: Political Scientist Harry Targ on the Rise of Resistance - - Harry Targ is a...,happy,Fake,1,-1,20.5,15.4,141.1,-0.159,-0.004,0.059,0.0,0.0,2.62,0.53,1.96,1.9,1.69,1.48,0.86,2.11,1.32,0.47,1.95,0.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48907533288002014,0.41566988825798035,0.0952548012137413,0.051807403564453125,0.721351683139801,0.22684091329574585,6.887780568121116e-09,1.864438828470937e-23,8.354180541791933e-11,0.9999973773956299,3.7341207903551776e-10,1.677482042161671e-10,2.650265514603234e-06
30451,veteranstoday,30451,Rag Radio: Historian and Journalist Michael Hurd: 500 Years of Black History &amp; Culture in Texas - ... - From Es...,happy,Fake,1,-1,20.5,15.4,141.1,-0.159,-0.004,0.059,0.0,0.0,2.62,0.53,1.96,1.9,1.69,1.48,0.86,2.11,1.32,0.47,1.95,0.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48907533288002014,0.41566988825798035,0.0952548012137413,0.051807403564453125,0.721351683139801,0.22684091329574585,6.887780568121116e-09,1.864438828470937e-23,8.354180541791933e-11,0.9999973773956299,3.7341207903551776e-10,1.677482042161671e-10,2.650265514603234e-06
29795,veteranstoday,29795,Rag Radio: Leading Civil Rights Activist Speaks Truth to Power - - RAG RADIO: Paul Spik...,happy,Fake,1,-1,20.5,15.4,141.1,-0.159,-0.004,0.059,0.0,0.0,2.62,0.53,1.96,1.9,1.69,1.48,0.86,2.11,1.32,0.47,1.95,0.56,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48907533288002014,0.41566988825798035,0.0952548012137413,0.051807403564453125,0.721351683139801,0.22684091329574585,6.887780568121116e-09,1.864438828470937e-23,8.354180541791933e-11,0.9999973773956299,3.7341207903551776e-10,1.677482042161671e-10,2.650265514603234e-06
29545,veteranstoday,29545,Speaking Truth to Empire with Cindy Sheehan - - Dan Yaseen with Cindy Sheehan - Veteran...,happy,Fake,1,-1,8.9,12.2,144.1,0.008,0.037,-0.079,0.6,0.0,0.79,0.0,3.65,3.26,0.73,2.96,3.86,1.61,0.0,0.0,1.47,0.02,3.52,0.67,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3999781906604767,0.6000217795372009,0.0,0.0,0.0,1.0,6.3939216943254e-07,2.1125074496416155e-16,9.699510084004714e-10,0.9999856948852539,1.4626541542384075e-06,4.2573458358674543e-07,1.18421721708728e-05
29551,veteranstoday,29551,Speaking Truth to Empire: Interview with Cindy Sheehan - - Host Dan Yaseen talks to Cin...,happy,Fake,1,-1,8.9,12.2,144.1,0.008,0.037,-0.079,0.6,0.0,0.79,0.0,3.65,3.26,0.73,2.96,3.86,1.61,0.0,0.0,1.47,0.02,3.52,0.67,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3999781906604767,0.6000217795372009,0.0,0.0,0.0,1.0,6.3939216943254e-07,2.1125074496416155e-16,9.699510084004714e-10,0.9999856948852539,1.4626541542384075e-06,4.2573458358674543e-07,1.18421721708728e-05
24011,veteranstoday,24011,Why Feminism and the New World Order Fail - - ..by Jonas E. Alexis Big Bang Th...,happy,Fake,1,-1,4.9,12.1,151.3,-0.023,-0.003,-0.011,0.0,0.02,0.82,0.0,1.09,0.0,0.49,0.99,2.14,0.44,0.0,0.0,0.0,0.0,1.85,0.68,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3264458477497101,0.6735541820526123,0.0,0.05958865210413933,0.7129747271537781,0.2274366319179535,7.13030537391468e-11,7.529106461554025e-15,5.213479647991903e-11,0.9999850988388062,8.827788500198608e-11,1.0434243970420826e-14,1.486370456404984e-05
33218,veteranstoday,33218,"Poll: Biden Would Beat Trump by 11% in Real Election, If Such Were Possible - - ...",happy,Fake,1,89,13.3,10.4,133.6,-0.073,-0.074,0.121,0.73,0.0,0.0,0.0,4.43,4.48,0.95,2.98,3.56,0.63,0.58,0.0,0.12,0.0,2.39,0.91,0.59,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.18368227779865265,0.8163176774978638,0.0,0.0,0.6066271066665649,0.39337289333343506,5.58571851966283e-12,1.7361359854235566e-21,1.5945386677707063e-10,0.9999796152114868,1.9707218079645372e-09,2.0792581545414635e-10,2.0422285160748288e-05
30329,veteranstoday,30329,Rag Radio: Racial Justice Activist Deepa Iyer on Islamaphobia &amp; Post-9/11 State-Sanctioned Repression of Minoriti...,happy,Fake,1,-1,2.5,10.3,127.9,-0.082,-0.016,0.135,0.0,0.0,0.0,0.0,2.12,1.58,1.49,1.23,2.11,1.59,0.65,0.0,1.57,0.0,1.84,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3321519196033478,0.6678480505943298,0.0,0.013093335554003716,0.6064995527267456,0.3804071247577667,4.874033834312286e-07,4.5780919806678156e-17,5.9948222601302614e-12,0.9999744892120361,6.023650200859265e-08,1.0678331108238126e-07,2.4872084395610727e-05
29778,veteranstoday,29778,RAG RADIO: Julia Mickenberg: 'American Girls in Red Russia: Chasing the Soviet Dream' - ...,happy,Fake,1,-1,8.1,3.1,135.2,-0.032,0.016,0.007,0.29,0.0,0.44,0.44,3.22,2.17,1.3,3.3,3.29,2.4,0.0,0.0,0.0,0.0,2.95,0.24,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31092938780784607,0.6890705823898315,0.0,0.0,0.0,1.0,6.023153087397759e-09,7.217375512110973e-22,1.0014102923088485e-14,0.9998447895050049,3.109364710152107e-10,7.046152745715517e-07,0.00015445146709680557
30999,veteranstoday,30999,"TCK Radio, ""Archbishop Lefebvre: The Antichrist Approaches"" - - Join me for the next ho...",happy,Fake,1,-1,2.3,12.3,138.0,-0.089,-0.065,-0.097,1.35,0.0,0.0,1.19,2.5,2.17,0.0,0.27,1.93,2.84,0.0,1.48,0.02,1.68,0.57,2.19,0.01,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.42085230350494385,0.5791477560997009,0.0,0.20054158568382263,0.2958061695098877,0.5036522746086121,0.00025440537137910724,8.66519478393002e-09,1.5249836451403098e-06,0.9997121691703796,3.108761666226201e-05,2.7076564189550123e-13,7.706889277869777e-07
32103,veteranstoday,32103,Battle of Al Bu-Kamal: Al-Baghdadi’s Last Stand - - By Nauman Sadiq for Veterans ...,happy,Fake,1,-1,9.8,7.0,128.7,-0.133,-0.111,0.094,0.41,0.0,0.67,0.41,1.4,2.04,1.25,2.41,1.23,1.02,0.63,0.0,1.09,0.0,1.31,0.01,0.29,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.19279567897319794,0.8072043657302856,0.0,0.0,0.057931482791900635,0.9420685172080994,0.00011459559755166993,1.1581450243269842e-09,2.1234676239600958e-07,0.9996284246444702,3.7889905797783285e-05,2.807039436447667e-06,0.00021603278582915664
29517,veteranstoday,29517,"Speaking Truth to Empire with Medea Benjamin - - Dan Yaseen interviews Medea Benjamin, ...",happy,Fake,1,-1,13.6,8.8,140.4,-0.078,0.047,-0.021,0.71,0.46,1.16,0.6,0.35,0.0,0.0,0.51,0.49,1.81,0.47,0.79,2.38,0.0,0.6,0.51,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4356563091278076,0.4796473979949951,0.08469629287719727,0.0037427465431392193,0.12786506116390228,0.8683922290802002,7.166317118389998e-06,6.984350875427481e-10,6.575648967555026e-06,0.9993643164634705,0.0004018923791591078,0.00011525912123033777,0.00010480310447746888
27823,veteranstoday,27823,"Singer Seal: Oprah Winfrey, please, not now! ...",happy,Fake,1,88,10.9,14.1,139.6,-0.075,0.039,-0.102,0.0,0.0,0.0,0.0,0.72,0.0,0.51,0.63,1.84,1.89,0.27,0.21,0.55,0.0,1.49,0.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2176104038953781,0.7823896408081055,0.0,0.23691171407699585,0.56639164686203,0.19669656455516815,7.2195982525613545e-09,1.5084754700510263e-15,3.5890610661226674e-07,0.9986820816993713,1.3196230611356441e-05,0.0012880210997536778,1.6353316823369823e-05
37437,veteranstoday,37437,Did Ron Paul kiss Benjamin Netanyahu’s hind end? - - …by Jonas E. Alexis and Mark ...,happy,Fake,1,78,16.7,17.8,134.3,0.006,-0.015,0.105,0.0,0.0,0.0,0.61,2.51,3.09,2.28,1.09,2.22,2.09,0.0,0.61,0.0,0.81,0.64,0.77,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27734366059303284,0.7226563096046448,0.0,0.10580126941204071,0.7434229850769043,0.15077577531337738,0.00012716439960058779,2.1957599627420166e-10,0.0013030110858380795,0.9985552430152893,3.5740418979912647e-07,3.3171989599622975e-09,1.433569923392497e-05
26771,veteranstoday,26771,"TRUTH JIHAD: Brendon O'Connell celebrates release from political prison, recounts ordeal ...",happy,Fake,1,-1,1.1,31.6,129.5,-0.02,0.021,0.03,0.0,0.0,0.0,0.0,1.94,2.2,0.52,0.81,1.93,1.29,0.33,0.0,0.92,0.0,2.39,0.14,0.35,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.30014050006866455,0.6998594403266907,0.0,0.13690263032913208,0.31916648149490356,0.5439309477806091,3.142236892017536e-05,1.2048531061736867e-07,1.4080183063924778e-07,0.9985542893409729,0.0012777347583323717,4.632205174992521e-10,0.00013625909923575819
26242,veteranstoday,26242,How Alternative Assets Can Help Protect Your Retirement - - Let's talk about some cruc...,happy,Fake,1,-1,2.7,32.7,145.9,-0.098,0.124,-0.099,0.54,0.83,1.21,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.81,0.0,0.0,0.0,2.4,1.67,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16306905448436737,0.8369309306144714,0.0,0.023514101281762123,0.0,0.9764859080314636,1.7678308722679503e-05,9.140037615651408e-10,0.0012230246793478727,0.9983898401260376,6.549429235747084e-05,3.396966349100694e-05,0.00026994646759703755
32779,veteranstoday,32779,McDonald's: Now Hiring for PA and DE Locations!!! - - We are growing rapidly and are s...,happy,Fake,1,-1,8.8,1.2,134.0,-0.024,0.022,0.002,1.96,0.99,0.27,0.64,1.41,1.77,0.0,0.57,1.9,1.47,0.19,0.0,1.99,0.0,2.26,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3434978425502777,0.6565021872520447,0.0,0.14612412452697754,0.0,0.8538758754730225,3.9742790249874815e-06,1.5023335908637137e-09,1.2303637220156816e-07,0.9977421760559082,1.3071959983790293e-05,5.560769568546675e-05,0.002185081597417593
30465,veteranstoday,30465,"TradCatKnight Radio, ""Francis Is An Infidel"" - - Find out why Francis is a true antipop...",happy,Fake,1,68,4.5,10.5,134.8,0.094,-0.072,0.195,1.95,0.15,0.0,1.35,2.61,1.95,1.1,2.56,2.85,1.35,0.0,0.0,0.05,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3031669855117798,0.696833074092865,0.0,0.009681024588644505,0.355579137802124,0.6347398161888123,0.00395017396658659,1.2405997118491996e-08,0.0001715409307507798,0.9957860112190247,2.2434642588109455e-08,4.029751289635897e-05,5.185937334317714e-05
27501,veteranstoday,27501,NEO - Major Beijing BRI Security Fiasco Emerging ...,happy,Fake,1,-1,11.1,11.8,134.6,-0.283,-0.244,-0.018,0.6,0.0,0.0,1.79,0.0,0.56,0.0,0.15,0.0,1.36,1.43,0.0,1.83,0.43,0.0,1.1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36661893129348755,0.5095489025115967,0.12383217364549637,0.14698080718517303,0.506926953792572,0.34609225392341614,7.930605647743505e-07,3.437585719551217e-12,4.441767131879715e-08,0.9914857745170593,0.00012799746764358133,0.0005361463990993798,0.007849245332181454
31797,veteranstoday,31797,Veterans Day For Families - - Novelist Andy Symonds writes a piece that focuses on the...,happy,Fake,1,-1,5.3,11.9,128.4,-0.028,0.003,0.103,0.43,0.0,0.0,0.63,2.14,0.41,0.0,2.34,3.02,1.27,0.0,0.0,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3590950071811676,0.64090496301651,0.0,0.07988660037517548,0.5441262722015381,0.37598714232444763,9.103311640501488e-06,3.0584697968683017e-11,1.787684311693738e-08,0.9913083910942078,1.7701479464449221e-06,6.12998274363008e-09,0.008680813945829868
30328,veteranstoday,30328,"Rag Radio: World-Renowned Economist James K. Galbraith on Greece, the Austerity Movement, and 'The End of Normal'...",happy,Fake,1,-1,8.4,12.7,137.1,-0.229,-0.088,0.042,0.44,0.0,0.0,0.85,1.66,2.18,1.38,1.17,0.37,1.63,1.41,0.75,0.04,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4120710790157318,0.5485379695892334,0.039390940219163895,0.22707054018974304,0.670361340045929,0.1025681123137474,0.010446586646139622,3.4008891258707763e-09,0.00048774786409921944,0.9889233708381653,0.00014176970580592752,4.40696160119991e-11,5.656902999362501e-07
33496,veteranstoday,33496,NEO - Theresa May jumps the Russia bashing band wagon again - - PM Theresa May uses Rus...,happy,Fake,1,122,-1.0,16.1,154.7,0.237,-0.095,0.029,0.2,0.0,0.27,0.0,1.95,1.62,1.57,1.49,1.75,2.41,0.22,0.0,0.68,0.48,1.38,0.81,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.4737517535686493,0.5024835467338562,0.023764636367559433,0.2207866907119751,0.13478891551494598,0.6444244384765625,1.7195739928865805e-05,3.154398882543319e-06,9.260455726689543e-07,0.9868475794792175,3.2970812753774226e-05,4.118814558751183e-06,0.013094081543385983
33857,veteranstoday,33857,"Truth Jihad: Robert David Steele on ""War in the Middle East"" - - It is obvious to every...",happy,Fake,1,-1,11.3,10.9,124.3,-0.156,-0.064,-0.008,0.46,0.0,0.15,0.0,1.89,3.7,1.58,1.67,0.9,0.0,2.84,1.9,1.2,0.37,0.31,1.03,1.66,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4935190975666046,0.3348853290081024,0.17159554362297058,0.13248449563980103,0.867515504360199,0.0,0.0001597863738425076,8.867737655293695e-09,0.0003219040227122605,0.9819382429122925,0.016627060249447823,7.234655640786514e-05,0.0008806406403891742
29799,veteranstoday,29799,The Kennedy Papers - - The latest releases about the Kennedy Assassination are fas...,happy,Fake,1,91,-9.5,20.6,136.2,-0.102,0.106,-0.05,0.0,0.0,0.84,0.0,2.55,0.62,1.1,2.88,2.41,1.49,0.88,0.0,0.58,0.0,2.2,0.0,0.02,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.35836178064346313,0.5151606798171997,0.12647756934165955,0.008424178697168827,0.881059467792511,0.11051638424396515,2.815939751599217e-06,2.558180511869068e-08,9.359114301332738e-06,0.972661018371582,2.5249542886740528e-05,9.469992073718458e-05,0.027206774801015854
37387,veteranstoday,37387,"Zionism, is White Nationalism is Bolshevism, the real ""Right"" - - By Gordon Duff, ...",happy,Fake,1,-1,5.3,18.2,127.4,-0.074,-0.031,0.064,0.0,0.0,0.0,1.15,2.13,1.19,0.0,1.89,3.55,2.54,0.84,0.42,1.85,0.4,1.96,2.3,0.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23614588379859924,0.7638540863990784,0.0,0.02852919138967991,0.48174360394477844,0.48972710967063904,7.088303391356021e-05,2.361794093630465e-10,0.011563632637262344,0.961182713508606,0.025897644460201263,0.0011932811466977,9.182730718748644e-05
32651,veteranstoday,32651,"Saudis ""moving out of oil, terrorism, and corruption"" – what will be left ofqu their economy?! - ... - If Bin S...",happy,Fake,1,128,-9.7,15.8,130.2,-0.046,0.115,-0.172,0.48,0.0,0.06,0.0,1.72,1.25,0.31,2.5,2.12,2.96,1.12,1.08,0.0,1.67,1.22,0.76,0.25,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6197538375854492,0.19601106643676758,0.18423514068126678,0.050785165280103683,0.1663358062505722,0.7828790545463562,2.5398607249371707e-05,4.291382360577245e-09,0.00013660975673701614,0.9221204519271851,0.00025120796635746956,0.0007144425762817264,0.07675191015005112
24285,veteranstoday,24285,"At this point, it is easier to find someone on Mueller’s team that doesn’t have a conflict of interest - ... - ...",happy,Fake,1,-1,7.0,13.2,137.7,-0.184,0.093,0.123,0.65,1.56,0.0,0.08,0.14,0.0,0.0,0.37,0.93,1.08,0.36,0.13,0.73,0.0,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29703035950660706,0.6969397664070129,0.006029801908880472,0.017971133813261986,0.9820289015769958,0.0,4.5260975412020343e-08,1.19343986123145e-14,1.7216204639680655e-07,0.9077458381652832,1.5364109913207358e-06,3.1810643008611805e-07,0.09225209057331085
32434,veteranstoday,32434,"Busted: Fake News Hoax Ties Brits to Syria Gas Murders - - By Gordon Duff, Senior Edito...",happy,Fake,1,-1,24.5,14.3,148.6,0.085,-0.055,-0.034,0.54,0.17,1.13,0.6,2.12,3.29,1.89,1.42,2.04,1.68,0.0,0.0,0.26,0.25,0.79,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.47247299551963806,0.29111891984939575,0.23640812933444977,0.0,0.0,1.0,0.001765805995091796,8.758303920330945e-06,0.002693354384973645,0.8852689266204834,0.025209657847881317,0.0053705694153904915,0.07968299835920334
36627,veteranstoday,36627,"NEO - Hariri backtracks, Prince Salman goes quiet, and Lebanon takes a breath - - Jim W...",happy,Fake,1,90,15.8,12.6,140.1,-0.17,-0.043,0.057,0.0,0.0,0.0,0.0,0.12,0.0,0.31,0.03,0.22,0.32,0.0,0.24,0.66,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36984673142433167,0.36828693747520447,0.26186633110046387,0.0376320481300354,0.514752209186554,0.4476158022880554,0.046373263001441956,4.219943505745505e-08,0.0030243967194110155,0.8638288974761963,0.014631563797593117,0.05721287429332733,0.014928996562957764
24114,veteranstoday,24114,The Debate - Trump Al-Quds Decision - - Jim W. Dean - Fortunately I was on familiar gro...,happy,Fake,1,-1,1.7,9.4,124.8,-0.058,-0.012,-0.019,0.0,0.0,0.0,0.75,0.99,0.08,0.0,0.0,0.61,0.95,0.0,0.51,2.85,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.49140915274620056,0.4178057610988617,0.09078508615493774,0.13921883702278137,0.2144603580236435,0.6463208794593811,0.04406861588358879,0.001381811685860157,0.013780256733298302,0.8489976525306702,0.014875412918627262,0.018982846289873123,0.057913366705179214
29496,veteranstoday,29496,TRADCATKNIGHT INTERVIEWS BRIAN MCCALL ON THE CRISIS IN THE CHURCH - - TRADCATKNIGHT INT...,happy,Fake,1,-1,1.5,15.4,148.0,-0.159,-0.019,0.046,0.0,0.0,0.73,0.0,1.82,0.0,0.59,0.71,1.88,0.37,0.0,0.0,1.21,0.0,0.92,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.28942325711250305,0.7105767130851746,0.0,0.17257006466388702,0.7452210187911987,0.08220899850130081,0.0012533111730590463,2.5305304518496996e-09,4.536089193152293e-07,0.8447557687759399,0.0967424139380455,8.103638151624182e-07,0.057247161865234375
