,screen_name,idx,clean_text,selection,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
9130,MotherJones,9130,"Trump’s FCC killed net neutrality, but the first legal challenges are already coming",happy,Real,1,43,-0.2,9.6,149.4,-0.023,0.241,0.151,0.56,0.36,0.14,0.8,0.45,0.56,0.08,0.84,0.55,0.97,0.97,0.47,0.11,0.0,0.54,0.53,0.1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2992125153541565,0.4511369466781616,0.24965055286884308,0.0,0.0,1.0,0.0005561271100305021,1.3104730633983763e-09,0.0360327810049057,0.047561999410390854,0.01699051633477211,1.3269098417367786e-05,0.8988453149795532
20027,MotherJones,20027,Will the House intelligence committee get the truth from Erik Prince?,happy,Real,1,-1,1.9,10.2,130.1,0.05,0.058,0.005,1.91,2.03,0.04,2.2,0.04,0.0,0.0,0.39,0.99,1.11,0.41,0.0,1.83,0.15,1.29,1.25,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3733140528202057,0.5929037928581238,0.03378213569521904,0.0,0.0,1.0,0.006717701908200979,1.5083257494552527e-05,0.06612557917833328,0.045380234718322754,0.00024672693689353764,0.8805009126663208,0.001013781875371933
982,MotherJones,982,"When Donald Trump sleeps, this is what he says he dreams about",happy,Real,1,-1,23.6,29.5,168.7,-0.154,0.052,-0.006,0.1,0.04,2.74,0.0,0.44,1.3,0.73,0.0,0.28,0.0,1.17,0.03,2.18,0.0,1.69,2.12,0.99,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3709028363227844,0.6290972232818604,0.0,0.05110869184136391,0.4754132032394409,0.4734780490398407,0.004089497961103916,5.715889528801199e-06,0.6011155843734741,0.04370059072971344,0.3487914800643921,6.322724122043155e-09,0.0022970838472247124
472,MotherJones,472,"Sen. Al Franken apologizes for groping allegations, says he has no plans to resign",happy,Real,1,84,-1.4,12.5,155.3,-0.339,-0.085,0.029,1.16,1.95,0.02,0.0,0.93,0.86,0.81,0.28,0.46,0.68,2.49,0.83,1.14,0.0,0.0,0.0,0.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.561550498008728,0.24819320440292358,0.1902562975883484,0.028128711506724358,0.2861022651195526,0.6857689619064331,0.37302687764167786,1.996782884816639e-05,0.016414880752563477,0.030959168449044228,0.35066843032836914,1.8935203115688637e-05,0.22889171540737152
2795,MotherJones,2795,Federal court halts Trump’s ban on transgender military members,happy,Real,1,-1,0.5,8.7,125.6,-0.223,0.025,0.035,0.39,0.0,0.0,0.0,1.17,0.54,1.01,0.0,0.0,0.0,0.26,0.0,2.07,1.16,0.0,0.0,0.39,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.495053768157959,0.504946231842041,0.0,0.0,0.0,1.0,0.06366641074419022,1.597973309230838e-09,1.2579556823766325e-05,0.02879229560494423,0.00692996010184288,5.488538477038674e-07,0.9005982279777527
3251,MotherJones,3251,"“Oh My God, Julia Roberts Is Going To Be in This Movie!”",happy,Real,1,-1,2.4,15.3,146.8,-0.181,0.096,-0.013,1.92,1.15,0.0,0.0,0.43,1.06,0.58,1.56,1.38,0.34,0.4,0.42,0.0,0.0,0.16,0.0,0.69,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3514844477176666,0.4648573100566864,0.18365825712680817,0.14131218194961548,0.0,0.8586878180503845,0.550689697265625,9.437010157853365e-05,0.3823215365409851,0.027597246691584587,0.029775602743029594,0.005860006436705589,0.0036615212447941303
14569,MotherJones,14569,Donald Trump’s tax plan would give nearly 50 percent of tax cuts to the top 1 percent,happy,Real,1,129,10.5,18.8,148.1,-0.02,0.023,0.064,1.68,1.85,1.53,0.68,1.37,0.0,0.61,2.02,1.2,2.11,0.31,0.0,2.12,0.0,1.09,0.4,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5219382047653198,0.38626033067703247,0.09180141240358353,0.04782356321811676,0.0,0.9521763920783997,0.0003527113003656268,1.7948766029007857e-08,0.23570053279399872,0.02488522417843342,0.04910111799836159,0.011757716536521912,0.6782026886940002
4199,MotherJones,4199,Donald Trump’s Twitter fights since January 20 (non-political edition),angry,Real,1,-1,13.5,13.8,133.4,-0.291,-0.033,0.0,1.89,0.4,0.0,1.71,2.02,1.55,0.0,0.1,1.7,0.07,0.0,0.16,0.0,0.44,0.04,1.47,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5229560732841492,0.47704389691352844,0.0,0.0,0.9227622747421265,0.07723776251077652,0.9999972581863403,1.4707394527043446e-24,4.010944909538239e-09,2.3606306796472576e-13,2.7123360268888064e-06,6.072038802669034e-27,3.327460251778547e-10
18841,MotherJones,18841,"Trump slams Al Franken for “really bad” groping photo, remains silent on Roy Moore",angry,Real,1,129,6.0,3.5,144.4,-0.24,-0.142,-0.061,1.68,0.16,2.24,0.76,0.31,1.57,0.72,0.41,0.0,0.0,0.84,0.0,1.01,0.0,1.49,0.0,0.92,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4013611376285553,0.5961034893989563,0.002535369247198105,0.0195478443056345,0.5458357930183411,0.4346163272857666,0.9919494390487671,4.220440175117801e-08,0.006762365810573101,0.00022067401732783765,0.0006752714398317039,2.0734098882257967e-08,0.00039227568777278066
2870,MotherJones,2870,The way to fight fake news is real news,angry,Real,1,129,17.1,6.2,150.0,-0.091,0.05,-0.049,0.21,0.0,2.8,0.37,0.88,1.67,1.24,0.09,0.0,0.0,0.91,0.48,0.46,0.0,1.76,1.81,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.46282339096069336,0.4094938635826111,0.12768271565437317,0.0969267189502716,0.7863602042198181,0.11671308428049088,0.975847065448761,1.3105531770918333e-08,0.0011446198914200068,0.003939850255846977,0.01874656230211258,5.6222770439262604e-08,0.00032183717121370137
17285,MotherJones,17285,Jeff Sessions is in charge of a bribery prosecution involving two of his top donors,angry,Real,1,116,14.8,3.1,144.2,-0.085,-0.02,0.068,0.0,0.31,0.0,1.07,1.22,1.65,0.81,1.17,1.15,0.28,1.33,3.61,0.44,0.0,0.42,2.58,0.01,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37132593989372253,0.5290402770042419,0.09963382035493851,0.0,0.0,1.0,0.9739426374435425,2.680078525440729e-15,2.224739773737383e-06,6.120026228018105e-05,0.002147829392924905,7.835001980538436e-09,0.023846160620450974
12489,MotherJones,12489,Report: Roy Moore accused of pursuing teenage girls when he was in his 30s,angry,Real,1,-1,9.1,15.9,144.0,-0.023,-0.283,0.063,1.04,0.0,1.01,0.12,0.0,0.0,0.0,2.75,0.82,0.72,1.45,0.77,0.11,0.0,0.0,0.02,0.54,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13695202767848969,0.8630479574203491,0.0,0.08757930248975754,0.9124206900596619,0.0,0.9661032557487488,5.587374451998528e-10,0.005255442578345537,5.071270625656155e-10,0.02745642140507698,6.91688306631022e-09,0.0011847683927044272
8837,MotherJones,8837,"Thanks to the FCC, Christmas comes early for pro-Trump Sinclair Broadcast Group",angry,Real,1,137,1.8,25.8,128.2,-0.185,-0.064,-0.141,0.0,0.0,0.35,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.48,0.27,1.0,0.66,0.88,0.11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.44710835814476013,0.5344158411026001,0.018475838005542755,0.0,0.0,1.0,0.9648874402046204,3.1309391488321126e-05,0.023164493963122368,0.0028361952863633633,0.008011489175260067,5.7044002460315824e-05,0.0010120321530848742
11254,MotherJones,11254,A new study shows how tax cuts for foreign shareholders threaten Social Security,angry,Real,1,129,-17.5,22.8,148.6,-0.041,0.206,-0.072,0.94,0.0,1.66,0.0,1.03,2.06,1.04,1.07,0.51,1.6,0.84,0.0,0.0,0.0,1.25,1.12,0.92,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.462771475315094,0.29406291246414185,0.24316559731960297,0.005133891478180885,0.994866132736206,0.0,0.9534473419189453,0.0016330673824995756,0.002847898518666625,2.413188667560462e-06,0.009224046021699905,0.032820411026477814,2.472637606842909e-05
10522,MotherJones,10522,Women who accused Trump of sexual misconduct want Congress to open an investigation,angry,Real,1,-1,12.6,13.1,141.9,0.128,-0.318,-0.011,0.0,0.0,0.43,0.0,0.0,0.0,0.34,1.52,1.2,0.26,0.07,0.27,0.72,0.0,0.0,1.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2542570233345032,0.7457429766654968,0.0,0.0,0.007707222364842892,0.9922927618026733,0.925703227519989,3.5574506818957725e-28,1.3550917115842664e-12,1.6240178979387565e-08,0.00048045505536720157,1.8670447086712107e-20,0.07381626963615417
7869,MotherJones,7869,Republicans unveil huge corporate tax cuts paid for by deficit-spending,angry,Real,1,44,2.9,7.2,123.1,-0.134,-0.019,-0.01,1.24,0.15,0.92,0.62,0.12,0.0,0.0,0.0,0.1,1.05,0.68,0.53,2.01,0.61,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6169978380203247,0.28117114305496216,0.10183104872703552,0.0,0.02451586164534092,0.9754841327667236,0.9113733172416687,9.586058240529383e-07,0.009580347687005997,5.951977436779998e-05,0.06479226052761078,0.0005884669371880591,0.01360511314123869
7222,MotherJones,7222,Ruth Bader Ginsburg shares her #MeToo moments,angry,Real,1,-1,4.1,14.9,134.3,-0.049,-0.05,0.019,0.0,0.0,0.0,0.0,0.57,0.0,1.69,0.38,0.98,0.32,0.08,0.25,0.54,0.4,0.0,0.92,0.73,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3248160183429718,0.6751839518547058,0.0,0.09554826468229294,0.20280888676643372,0.7016428709030151,0.8889538049697876,1.598984090378508e-05,0.008476398885250092,0.0050438167527318,0.074032723903656,0.0011735705193132162,0.022303730249404907
13335,MotherJones,13335,Rick Perry has a genius solution to preventing sexual assault: fossil fuels,angry,Real,1,-1,-0.6,9.8,138.5,-0.186,0.1,0.059,0.0,0.0,0.0,0.0,1.19,1.03,1.68,0.64,0.1,0.21,0.69,0.21,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6065282225608826,0.06400711089372635,0.32946470379829407,0.10446403175592422,0.6253440976142883,0.2701919674873352,0.8746289014816284,7.57718225941062e-05,0.003633751068264246,0.0006210058345459402,0.027618782594799995,0.0021864469163119793,0.09123525023460388
13911,MotherJones,13911,Surprise! Trump is that dude who asks “But where are you really from?”,angry,Real,1,129,-1.4,3.6,134.5,-0.064,0.061,-0.143,0.96,0.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.56,1.0,0.82,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3928924798965454,0.46839383244514465,0.13871368765830994,0.0,0.0,1.0,0.8643329739570618,0.000462372787296772,0.09872403740882874,0.0006609302363358438,0.03559737652540207,2.9073098630760796e-05,0.00019322370644658804
3840,MotherJones,3840,Surprise! Trump Is That Dude Who Asks “But Where Are You Really From?”,angry,Real,1,129,-1.4,3.6,134.5,-0.064,0.061,-0.143,0.96,0.97,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.56,1.0,0.82,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3928924798965454,0.46839383244514465,0.13871368765830994,0.0,0.0,1.0,0.8643329739570618,0.000462372787296772,0.09872403740882874,0.0006609302363358438,0.03559737652540207,2.9073098630760796e-05,0.00019322370644658804
10214,MotherJones,10214,A migrant teen got the abortion she sought. So why is Trump still fighting the case?,angry,Real,1,-1,14.6,4.7,141.0,-0.312,0.108,0.2,1.25,0.0,0.27,0.99,0.92,1.3,0.0,0.19,0.38,0.0,0.64,0.32,1.44,0.59,0.1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5517105460166931,0.1647070199251175,0.2835824489593506,0.10383878648281097,0.6112223863601685,0.284938782453537,0.8064993023872375,0.002719925483688712,0.15108272433280945,0.00079176458530128,0.02054133079946041,0.017270810902118683,0.0010941547807306051
16433,MotherJones,16433,This ex-prosecutor is one of 2018's most intriguing candidates,angry,Real,1,-1,0.5,9.9,119.2,-0.084,-0.009,0.061,0.66,0.0,2.84,1.91,0.57,2.27,0.75,0.48,0.0,0.12,1.33,0.0,1.09,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4131244719028473,0.45969635248184204,0.12717920541763306,0.0,1.0,0.0,0.7450575828552246,0.16930566728115082,0.05983089655637741,0.0014164382591843605,0.010252663865685463,0.00442506605759263,0.009711675345897675
11975,MotherJones,11975,Hackers compromised the Trump Organization 4 years ago—and the company never noticed,angry,Real,1,129,1.1,16.1,124.0,-0.153,0.001,-0.102,0.98,1.61,1.79,1.47,0.0,0.0,0.31,1.11,0.03,0.35,1.6,0.0,1.04,0.0,0.82,1.23,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227151930332184,0.536889374256134,0.14039546251296997,0.0,0.0,1.0,0.6449716091156006,0.23560863733291626,0.09134796261787415,6.997369200689718e-05,0.025530707091093063,0.002438554773107171,3.2546558941248804e-05
9701,MotherJones,9701,We've documented 12 months of evidence that Donald Trump wants to be a dictator,angry,Real,1,129,1.7,4.7,136.5,-0.28,-0.003,-0.056,1.06,0.0,0.37,0.0,0.72,2.07,0.88,0.79,0.0,0.0,1.15,0.59,0.73,0.0,0.21,0.73,0.55,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5831928253173828,0.20705823600292206,0.20974892377853394,0.04758363217115402,0.9524163603782654,0.0,0.6031879782676697,7.345721542151296e-07,0.22536712884902954,0.00010636095248628408,0.17088693380355835,2.469668970661587e-06,0.00044846601667813957
10999,MotherJones,10999,Does Donald Trump Want to Be Dictator of the United States?,angry,Real,1,129,1.7,4.7,136.5,-0.28,-0.003,-0.056,1.06,0.0,0.37,0.0,0.72,2.07,0.88,0.79,0.0,0.0,1.15,0.59,0.73,0.0,0.21,0.73,0.55,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5831928253173828,0.20705823600292206,0.20974892377853394,0.04758363217115402,0.9524163603782654,0.0,0.6031879782676697,7.345721542151296e-07,0.22536712884902954,0.00010636095248628408,0.17088693380355835,2.469668970661587e-06,0.00044846601667813957
3251,MotherJones,3251,"“Oh My God, Julia Roberts Is Going To Be in This Movie!”",angry,Real,1,-1,2.4,15.3,146.8,-0.181,0.096,-0.013,1.92,1.15,0.0,0.0,0.43,1.06,0.58,1.56,1.38,0.34,0.4,0.42,0.0,0.0,0.16,0.0,0.69,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3514844477176666,0.4648573100566864,0.18365825712680817,0.14131218194961548,0.0,0.8586878180503845,0.550689697265625,9.437010157853365e-05,0.3823215365409851,0.027597246691584587,0.029775602743029594,0.005860006436705589,0.0036615212447941303
10127,MotherJones,10127,The Trump administration has yet to approve a single student debt relief claim,angry,Real,1,-1,1.3,22.6,130.5,-0.041,-0.033,-0.002,0.66,0.64,0.48,2.04,0.0,0.0,0.0,0.0,0.12,0.0,0.89,0.0,0.17,0.19,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32092130184173584,0.6308184862136841,0.04826020076870918,0.0,0.0,1.0,0.5178230404853821,0.0014234918635338545,0.40471315383911133,1.1295756848994642e-05,0.07292666286230087,0.0020597854163497686,0.001042607706040144
2153,MotherJones,2153,This Serial Campus Rape Case Is a Textbook Example of the Struggle Accusers Face in Court,angry,Real,1,-1,1.3,5.5,125.6,0.001,0.082,0.139,0.99,1.33,0.73,1.12,0.59,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.44,0.0,0.3,0.02,1.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.37308579683303833,0.49064353108406067,0.136270672082901,0.0,0.3125930726528168,0.6874069571495056,0.45432087779045105,3.5757154819293646e-06,0.07245457172393799,2.9388777633698737e-08,0.43398910760879517,4.187261382071483e-08,0.03923172503709793
1082,MotherJones,1082,Your Periodic Reminder About the Republican Corporate Tax Cut of 2017,angry,Real,1,-1,0.5,0.3,128.4,-0.136,-0.007,-0.046,1.57,0.68,1.35,0.61,0.32,0.0,0.0,0.92,0.7,0.0,0.88,1.07,1.51,1.37,0.0,0.0,0.06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.37594887614250183,0.33458927273750305,0.2894618809223175,0.08935775607824326,0.0,0.9106422662734985,0.4336582124233246,0.008717427030205727,0.08520258218050003,0.465882271528244,0.0023673567920923233,0.0004180035903118551,0.003754210425540805
13339,MotherJones,13339,Roy Moore is strangely nostalgic for slavery days,angry,Real,1,109,9.1,27.5,127.5,0.059,-0.07,0.035,0.23,0.24,1.02,0.0,0.84,0.54,0.71,1.37,0.69,2.16,1.38,1.0,1.99,0.54,0.42,0.0,0.83,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4082028269767761,0.5550596117973328,0.036737553775310516,0.10817498713731766,0.8031967282295227,0.08862827718257904,0.42596718668937683,1.4541527662004228e-06,0.015835285186767578,0.00031579131609760225,0.5116429924964905,3.9606518839718774e-05,0.04619770869612694
2537,MotherJones,2537,The Trump Administration Is Teeming With Climate-Change Deniers,angry,Real,1,129,2.9,2.7,125.0,-0.115,-0.024,-0.101,0.18,0.0,1.45,0.1,0.33,0.0,0.96,0.0,0.0,0.0,0.6,0.0,0.65,0.0,1.32,0.98,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3496406376361847,0.6503593325614929,0.0,0.06255583465099335,0.9374442100524902,0.0,0.41548898816108704,3.4846084417949896e-07,0.3304242789745331,2.0285244318074547e-05,0.2540251612663269,2.925539632769869e-08,4.082718078279868e-05
15007,MotherJones,15007,The Supreme Court may be poised to green-light mass voter purges,angry,Real,1,-1,9.4,5.9,138.0,-0.219,0.001,0.053,0.96,0.0,0.97,1.86,1.61,4.37,0.0,0.0,0.99,0.58,0.06,0.0,0.0,0.73,0.0,2.18,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4679650664329529,0.46875715255737305,0.06327781826257706,0.0,0.2716166377067566,0.7283833622932434,0.4029708206653595,2.780932845780626e-06,0.0032921498641371727,9.895100811263546e-05,0.586846649646759,1.8125884126973801e-09,0.006788699422031641
13629,MotherJones,13629,"Mick Mulvaney, a longtime industry ally, is reshaping how payday lenders are regulated",angry,Real,1,30,9.6,6.0,148.9,-0.152,0.093,-0.172,0.0,0.0,1.24,0.53,0.3,1.56,0.78,0.16,0.0,0.23,1.55,2.0,1.52,1.28,0.0,1.79,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4690384566783905,0.3414878249168396,0.1894737333059311,0.26331955194473267,0.18381690979003906,0.5528634786605835,0.37565192580223083,9.509395937357112e-08,0.5657162070274353,0.004381781443953514,0.021479956805706024,5.684447387466207e-06,0.03276437893509865
472,MotherJones,472,"Sen. Al Franken apologizes for groping allegations, says he has no plans to resign",angry,Real,1,84,-1.4,12.5,155.3,-0.339,-0.085,0.029,1.16,1.95,0.02,0.0,0.93,0.86,0.81,0.28,0.46,0.68,2.49,0.83,1.14,0.0,0.0,0.0,0.28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.561550498008728,0.24819320440292358,0.1902562975883484,0.028128711506724358,0.2861022651195526,0.6857689619064331,0.37302687764167786,1.996782884816639e-05,0.016414880752563477,0.030959168449044228,0.35066843032836914,1.8935203115688637e-05,0.22889171540737152
17791,MotherJones,17791,Forget Charlie Rose. One of these woman should replace him.,angry,Real,1,12,-0.7,7.9,122.6,-0.043,0.082,0.014,0.29,0.31,0.0,1.15,1.14,1.88,0.37,0.59,0.09,0.0,1.88,0.16,2.21,0.0,0.98,0.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1995128095149994,0.8004871606826782,0.0,0.01794063113629818,0.9820594191551208,0.0,0.32318514585494995,8.026108844205737e-06,0.00851946696639061,0.6118518710136414,0.002053704345598817,0.0005061692208983004,0.05387560650706291
13485,MotherJones,13485,WaPo: Putin personally directed election interference (via @kdrum),angry,Real,1,111,7.5,16.9,145.8,0.155,0.152,-0.055,0.18,0.0,0.03,1.05,0.78,1.25,0.32,0.66,0.41,0.5,0.0,0.13,1.0,0.23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5002227425575256,0.48811033368110657,0.011666916310787201,0.08924045413732529,0.9107595086097717,0.0,0.3001655340194702,4.1345121770675064e-10,1.5901597407719237e-06,7.605069640703732e-06,0.006122547201812267,5.787963527836837e-05,0.6936448812484741
9431,MotherJones,9431,Revisiting the sins of Mark Halperin (via @kdrum),angry,Real,1,-1,34.3,12.3,172.2,-0.223,0.052,0.1,1.03,0.61,0.0,0.0,1.97,1.67,0.32,1.35,0.34,0.0,0.5,1.98,2.59,0.98,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4074779152870178,0.32394909858703613,0.26857295632362366,0.0,0.2935297191143036,0.706470251083374,0.2902892827987671,1.7136155747721205e-06,0.34549158811569214,9.30451733438531e-06,0.13635317981243134,2.1035762074461672e-06,0.22785285115242004
2912,MotherJones,2912,Trumpocracy: This document now compiles 12 months of his creeping authoritarianism,angry,Real,1,-1,14.3,2.8,154.4,-0.041,0.074,-0.017,1.47,0.95,1.63,0.11,1.25,1.28,0.0,0.23,1.17,0.17,0.0,1.4,0.0,1.05,0.0,0.68,0.25,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5047667622566223,0.4452764093875885,0.049956824630498886,0.0,0.38228315114974976,0.6177167892456055,0.28821128606796265,3.9685957298196683e-10,0.035122115164995193,0.5713605284690857,0.005340179894119501,4.623936547432095e-06,0.09996134042739868
6557,MotherJones,6557,"Festival of Slights, the First Night: Trump’s book of Hitler speeches",angry,Real,1,129,6.5,16.6,138.5,-0.013,0.104,0.006,0.0,0.03,2.78,0.0,0.62,2.51,0.96,0.0,0.0,0.58,1.31,0.84,1.06,0.0,0.0,0.97,0.61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42778825759887695,0.5149237513542175,0.05728801339864731,0.0,1.0,0.0,0.26571735739707947,3.9181543343147496e-07,0.002186174038797617,0.0006598279578611255,0.24487751722335815,0.0002998578711412847,0.486258864402771
1492,MotherJones,1492,"Festival of Slights, the Third Night: “Holocaust Centers”",angry,Real,1,129,6.5,16.6,138.5,-0.013,0.104,0.006,0.0,0.03,2.78,0.0,0.62,2.51,0.96,0.0,0.0,0.58,1.31,0.84,1.06,0.0,0.0,0.97,0.61,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42778825759887695,0.5149237513542175,0.05728801339864731,0.0,1.0,0.0,0.26571735739707947,3.9181543343147496e-07,0.002186174038797617,0.0006598279578611255,0.24487751722335815,0.0002998578711412847,0.486258864402771
8508,MotherJones,8508,You can’t end the war on coal without starting a war on public health,angry,Real,1,-1,4.7,16.4,147.4,-0.119,-0.257,-0.068,0.89,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,1.79,0.01,0.65,0.0,0.0,0.0,0.74,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3200059235095978,0.5892504453659058,0.09074358642101288,0.028798604384064674,0.01576395332813263,0.955437421798706,0.2613709270954132,0.009866426698863506,0.3768512010574341,0.00034948508255183697,0.3382909297943115,0.007969501428306103,0.005301524419337511
