,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
28618,therussophile,9614,31962,Donald Trump,"Russia’s putin, others happy as trump win shocks globe",Fake,2,129,0.3,13.5,131.5,-0.107,0.017,-0.088,0.95,0.0,3.88,0.35,1.54,4.4,1.5,0.17,0.29,0.65,1.17,0.0,1.84,0.0,1.32,1.62,0.57,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4602941870689392,0.4249264597892761,0.11477942019701004,0.042454447597265244,0.5216794610023499,0.4358660578727722,0.16051745414733887,0.07964128255844116,0.031132420524954796,9.252587187802419e-05,0.7070780992507935,0.001102794660255313,0.020435383543372154
28781,infowars,36985,19672,Donald Trump,Happy birthday hillary clinton,Fake,2,129,10.7,20.6,126.8,-0.012,0.025,0.037,0.0,0.0,2.06,1.43,3.61,3.14,1.8,2.66,3.26,2.1,0.51,0.18,0.98,0.44,2.95,0.48,0.82,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1820852905511856,0.8179147243499756,0.0,0.07807166129350662,0.0,0.921928346157074,0.0002295976591994986,1.0048105281157405e-07,4.64078075310681e-05,0.9648928642272949,0.0008302564383484423,0.001240976620465517,0.03275981917977333
17677,Circa,31228,34167,Donald Trump,"""oprah would be a lot of fun."" president trump answers questions about oprah winfrey possibly running against him.",Real,2,129,0.7,17.4,145.3,-0.168,0.253,-0.036,1.11,0.0,0.02,0.0,0.23,1.51,0.7,0.0,0.0,0.0,0.69,0.0,0.0,0.12,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3019753396511078,0.6980246901512146,0.0,0.19684883952140808,0.7108897566795349,0.092261403799057,0.07578318566083908,6.343789573293179e-05,0.10168029367923737,1.900662755360827e-05,0.8063636422157288,1.1864543012052309e-05,0.016078617423772812
27454,SputnikInt,34863,28072,Donald Trump,"#fireandfury: 'take away the emotion, and @realdonaldtrump has very good shot at reelection'",Fake,2,129,5.1,9.3,153.6,-0.141,0.22,-0.05,0.39,0.01,0.76,0.29,0.2,0.83,0.0,0.75,0.0,0.0,1.14,1.17,0.87,0.06,0.0,0.64,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.39098644256591797,0.37159615755081177,0.23741745948791504,0.04419850930571556,0.7850694060325623,0.17073212563991547,0.013168808072805405,1.1467911463114433e-05,0.25272977352142334,0.01408444158732891,0.4986225366592407,0.0007102351519279182,0.22067266702651978
27461,SputnikInt,19372,23465,Donald Trump,"Fire &amp; fury: 'take away the emotion, and #trump has very good shot at reelection'",Fake,2,129,5.1,9.3,153.6,-0.141,0.22,-0.05,0.39,0.01,0.76,0.29,0.2,0.83,0.0,0.75,0.0,0.0,1.14,1.17,0.87,0.06,0.0,0.64,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.39098644256591797,0.37159615755081177,0.23741745948791504,0.04419850930571556,0.7850694060325623,0.17073212563991547,0.013168808072805405,1.1467911463114433e-05,0.25272977352142334,0.01408444158732891,0.4986225366592407,0.0007102351519279182,0.22067266702651978
37833,therussophile,37273,9956,Donald Trump,"Greatest threat to peace in iraq is not isis, it""s trump picking a fight with iran -",Fake,2,129,1.9,31.0,130.8,0.014,0.0,0.001,0.0,0.0,2.6,0.27,0.59,3.06,1.1,0.47,0.11,0.59,1.3,0.33,1.23,0.0,0.75,0.45,1.26,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4297774136066437,0.40283796191215515,0.16738459467887878,0.0,0.0,1.0,0.19292308390140533,0.010739300400018692,0.0074265580624341965,0.0077731008641421795,0.6851363182067871,0.0009719337103888392,0.09502971917390823
29695,therussophile,30576,6686,Donald Trump,Celebrate 100 days of president trump with his biggest lies since taking office!,Fake,2,129,2.6,11.5,155.4,-0.108,-0.076,-0.045,0.0,0.0,0.0,0.39,0.0,0.0,0.73,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.22,0.9,0.23,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31790265440940857,0.6820973753929138,0.0,0.06204317510128021,0.8412260413169861,0.09673074632883072,0.18855327367782593,9.517045691609383e-05,0.06709223985671997,0.01090132538229227,0.716306746006012,0.00016339866851922125,0.016887806355953217
11431,HuffPostPol,170,19620,Donald Trump,"Donald trump thanks 'winning' military, touts 'big fat tax cuts'",Real,2,129,11.4,35.2,155.7,-0.14,-0.002,0.002,1.59,0.77,0.0,0.99,2.0,0.84,0.0,0.0,1.33,1.2,0.08,0.0,1.3,1.65,1.49,1.78,1.42,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27648475766181946,0.7235152721405029,0.0,0.0,1.0,0.0,0.03409901633858681,7.337578011856749e-08,0.11990052461624146,0.003264489583671093,0.0713886171579361,0.0009680385701358318,0.7703791856765747
7162,mashable,17792,16859,Donald Trump,"Donald trump tweets 'happy birthday!' to random lee greenwood, not the country music star.",Real,2,129,-1.4,13.2,130.4,-0.144,0.052,-0.129,1.09,0.0,2.89,0.0,2.39,2.54,0.0,0.1,2.6,0.95,0.0,0.32,1.56,0.04,0.85,1.09,0.74,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.46758776903152466,0.5324122905731201,0.0,0.008036188781261444,0.6464571952819824,0.34550654888153076,4.891237495030509e-07,1.3435863532862413e-11,5.262331228550465e-07,0.9999569654464722,9.664158824307378e-07,3.19560022035148e-05,9.18604291655356e-06
11142,business,24036,21879,Donald Trump,Trump says running against oprah would be “a lot of fun”,Real,2,129,19.8,14.7,131.7,-0.246,-0.108,0.069,0.78,0.0,2.66,1.47,1.42,2.39,3.02,0.0,0.0,0.0,2.69,2.98,4.38,0.02,0.44,2.42,0.23,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.460626482963562,0.32340988516807556,0.21596364676952362,0.042002204805612564,0.9457793831825256,0.012218515388667583,1.64926086676509e-10,1.2282987929510435e-18,4.934819344271091e-07,0.9999585151672363,3.22267578667379e-06,5.680139691932595e-10,3.782243584282696e-05
37880,AHTribune,37594,27912,Donald Trump,Great article on @realdonaldtrump's family history.,Fake,2,129,5.1,25.1,140.3,-0.165,0.081,-0.178,0.0,0.93,0.0,1.14,0.0,0.0,0.16,0.0,0.03,0.0,1.0,0.92,0.3,0.2,0.04,1.45,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3830840289592743,0.5829687714576721,0.03394721820950508,0.0028935130685567856,0.0,0.9971065521240234,0.004213765729218721,6.6342988880307985e-09,0.010362773202359676,5.948271791567095e-06,0.025324907153844833,0.0025313871446996927,0.9575612545013428
26517,SputnikInt,30616,10551,Donald Trump,'big step in right direction': #us envoy to @un pleased with efficient budget cuts,Fake,2,129,-5.8,17.0,141.1,0.116,0.293,0.035,0.0,0.0,0.78,0.0,0.88,0.69,0.59,0.44,0.15,0.62,0.3,0.0,0.0,0.0,0.46,1.76,0.32,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.33552759885787964,0.4931779205799103,0.17129452526569366,0.020095692947506905,0.5420500636100769,0.43785420060157776,0.617587149143219,0.0004111661692149937,0.31960418820381165,0.0006174242589622736,0.061074063181877136,0.00028464492061175406,0.0004213608626741916
36664,CRG_CRM,33480,16085,Donald Trump,Trump gives away jerusalem to settle $100m campaign debt,Fake,2,129,18.9,14.1,130.1,-0.217,-0.055,-0.095,0.22,0.0,1.07,0.75,1.18,1.87,1.29,1.12,0.14,0.0,1.34,0.1,1.54,0.0,0.56,0.32,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.598816454410553,0.33760809898376465,0.0635753720998764,0.0,0.946480393409729,0.05351966992020607,1.0626018287496208e-08,2.52255735831014e-13,0.0020885842386633158,0.07697603106498718,0.005171231459826231,2.6956917281495407e-05,0.9157372117042542
26433,amlookout,10286,31848,Donald Trump,"Trump teleconferences with troops overseas for christmas - tells them thank you, we're winning (video) - pres...",Fake,2,129,16.0,13.2,142.4,-0.067,-0.204,-0.101,0.0,0.0,0.84,0.23,0.54,0.3,0.68,1.01,0.27,0.0,0.44,0.0,0.0,0.0,0.57,1.33,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.3332287073135376,0.6520700454711914,0.01470124814659357,0.075342558324337,0.8052272200584412,0.11943025887012482,0.1181512400507927,9.891099495007438e-08,0.07144657522439957,4.2435280192876235e-05,0.6549229621887207,3.8269644164756755e-07,0.15543638169765472
9652,CNNPolitics,37216,20216,Donald Trump,Germany supplants the us as the country with the best global reputation,Real,2,129,6.2,22.9,140.4,-0.184,0.025,-0.104,0.57,0.09,2.37,0.83,1.19,1.0,0.54,0.78,0.95,0.41,1.19,0.35,1.94,0.08,0.29,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.39622926712036133,0.462771475315094,0.1409992277622223,0.0,0.0,1.0,0.054236508905887604,2.137942374247359e-06,0.12275475263595581,1.6050924386945553e-05,0.7739166617393494,4.649101902032271e-05,0.0490274541079998
32653,CRG_CRM,17494,7746,Donald Trump,Warrior president trump: “i am a very good mediator”,Fake,2,129,13.4,17.5,137.8,-0.103,-0.028,-0.028,0.4,0.33,0.43,0.0,1.39,0.48,1.15,0.0,0.41,0.0,0.41,0.0,0.0,0.0,0.27,0.48,0.14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3534829020500183,0.6465170979499817,0.0,0.08959751576185226,0.8439261317253113,0.06647636741399765,0.14774352312088013,0.6746302247047424,0.17048710584640503,0.0015343475388363004,0.001500095590017736,0.0040412722155451775,6.34344105492346e-05
28072,veteranstoday,10652,27096,Donald Trump,"In which i try to say something nice about our beloved president trump, and compare him to muhammad ali ...",Fake,2,129,6.9,6.5,156.1,-0.279,0.092,0.133,0.09,0.0,1.47,1.67,0.0,1.75,1.74,0.37,0.0,0.0,0.83,1.44,0.0,0.47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3503739833831787,0.6496260762214661,0.0,0.0,0.15520605444908142,0.8447939157485962,0.9991738200187683,7.186333911843659e-14,0.0006542619084939361,0.0001065679025487043,6.521905743284151e-05,1.8047293260520236e-13,5.766531696593802e-11
33871,SputnikInt,18222,17265,Donald Trump,It must have been love? @hillaryclinton says that @realdonaldtrump is 'obsessed' with her,Fake,2,129,21.9,14.5,144.4,0.052,-0.168,0.031,0.0,0.0,1.01,0.0,1.48,1.57,1.22,2.83,0.75,0.0,0.9,0.0,0.0,0.0,1.38,0.94,0.04,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35341939330101013,0.6465805768966675,0.0,0.09277141094207764,0.7183864116668701,0.18884219229221344,0.0002297344763064757,1.9244044580091213e-08,0.24204076826572418,9.69515458564274e-05,0.023923683911561966,0.00014158175326883793,0.7335672974586487
30742,InvestWatchBlog,29895,18841,Donald Trump,Trump just announced a $100 billion surprise for the united states… media can’t hide this -,Fake,2,129,4.4,9.3,120.7,-0.136,-0.02,-0.06,0.37,0.55,0.37,0.48,0.31,0.4,0.28,0.12,0.0,0.0,1.0,0.0,0.39,0.0,0.71,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3255862295627594,0.6477251052856445,0.0266887079924345,0.049730610102415085,0.6819015741348267,0.26836782693862915,0.19479118287563324,0.45225369930267334,0.34635651111602783,0.0011036481009796262,0.002955248113721609,0.002451867563650012,8.781415817793459e-05
27420,InvestWatchBlog,23923,10976,Donald Trump,"Haha! trump puts obama to shame again, shatters 14-year record -",Fake,2,129,-5.9,19.2,143.4,-0.043,0.052,-0.063,0.0,0.0,1.42,0.0,1.16,1.29,0.65,0.5,1.08,0.92,0.0,1.32,0.4,0.17,0.0,0.03,0.63,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.26500338315963745,0.7349966764450073,0.0,0.0,0.25788238644599915,0.7421175837516785,0.0037683178670704365,1.8499171346775256e-05,0.027104072272777557,0.19072061777114868,0.6209660172462463,7.040627679089084e-05,0.15735210478305817
30553,RT_com,26045,16575,Donald Trump,‘north koreans are great people’ – trump,Fake,2,129,3.5,26.9,145.3,-0.015,0.18,-0.02,0.04,0.0,1.93,0.0,0.6,1.09,0.28,0.0,0.0,0.31,0.4,0.37,0.0,0.0,0.15,0.74,0.04,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.413801372051239,0.5565741062164307,0.029624462127685547,0.0,0.0,1.0,0.5591123700141907,1.0495249398445594e-06,0.02080492675304413,0.0011557029793038964,0.2939451038837433,3.037910755665507e-05,0.12495045363903046
21084,SputnikInt,11142,6470,Donald Trump,Opinion: #germany's #yuan move 'one more step in its geopolitical divorce from washington',Fake,2,129,-11.5,22.9,147.6,-0.246,0.21,-0.119,1.64,0.0,0.81,1.58,0.77,1.28,0.95,0.81,0.58,0.8,1.7,0.38,1.14,0.0,0.48,0.31,1.35,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.417923241853714,0.43357622623443604,0.14850059151649475,0.0,0.0,1.0,0.19548675417900085,2.209176091128029e-05,0.028789982199668884,0.01287287101149559,0.38877221941947937,0.0007707382319495082,0.37328535318374634
33564,TheOnion,7162,35416,Donald Trump,Trump privately terrified his sexual assault victims will someday come forward,Fake,2,129,9.7,14.7,162.0,0.09,-0.315,0.051,0.0,0.0,0.77,0.0,2.0,1.92,0.28,2.27,1.06,0.0,0.86,0.52,0.62,0.0,0.0,0.0,0.26,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.34381166100502014,0.5724641680717468,0.083724245429039,0.0,0.18904857337474823,0.8109514117240906,0.9490716457366943,2.148166228232995e-10,0.0011053350754082203,1.6522403001317798e-08,0.04931272566318512,8.284592765495438e-14,0.0005102146533317864
3540,BostonDotCom,37611,23457,Donald Trump,Trump ‘looking forward’ to being questioned under oath,Real,2,129,-3.9,17.5,131.5,-0.015,0.074,0.008,0.18,0.0,1.47,0.0,0.64,1.54,0.0,0.0,1.07,0.66,0.37,0.31,1.05,0.0,0.28,0.79,0.39,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4282173216342926,0.4624251425266266,0.10935752093791962,0.0,0.3006439805030823,0.6993560791015625,0.06027478724718094,0.1274735927581787,0.10942284017801285,0.010413454845547676,0.6548217535018921,0.0010294646490365267,0.03656411170959473
9465,gulf_news,28980,12134,Donald Trump,Putin thanks trump over thwarted terror attack,Real,2,129,4.7,15.5,126.8,-0.086,0.011,0.008,0.94,0.0,0.06,0.88,1.58,3.59,0.0,0.18,0.61,0.51,0.88,0.78,0.0,0.49,0.65,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5277533531188965,0.18998053669929504,0.2822660505771637,0.1826854646205902,0.8173145651817322,0.0,0.5667234063148499,7.99929651407183e-08,0.017061498016119003,2.4721684699358093e-09,0.4138239324092865,5.947104000370018e-07,0.002390573499724269
36307,RT_com,5030,16264,Donald Trump,'good news': #whitehouse on #cnn's christmas party boycott,Fake,2,129,3.8,16.7,131.1,-0.097,-0.017,-0.089,0.0,0.0,0.87,0.0,0.56,0.73,0.33,0.0,0.0,0.0,0.0,1.12,1.13,0.62,0.0,1.09,0.79,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4257519841194153,0.5742480158805847,0.0,0.04228980466723442,0.9577102065086365,0.0,0.5785675644874573,0.0025083436630666256,0.3035042881965637,0.00030459114350378513,0.08773158490657806,0.00953193660825491,0.017851686105132103
8898,rtenews,31604,2461,Donald Trump,".@realdonaldtrump says he would ""love"" to be questioned under oath by russia collusion prosecutor robert mueller",Real,2,129,-3.8,18.2,138.5,-0.147,0.035,0.007,1.6,2.23,1.37,1.61,0.24,1.41,1.48,0.85,0.0,0.33,2.0,0.51,0.45,0.0,1.55,2.55,0.31,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35106348991394043,0.5345306396484375,0.11440584808588028,0.0,0.9602174758911133,0.03978249803185463,0.6532731652259827,0.06382206827402115,0.09185973554849625,0.0003613227163441479,0.008054961450397968,0.18220531940460205,0.00042348590795882046
14165,HuffPostPol,31215,31236,Donald Trump,"London's greenwich borough votes to ban ""bigoted"" donald trump from its streets",Real,2,129,13.7,16.1,126.4,-0.201,-0.105,0.121,0.27,0.0,2.1,0.0,2.89,1.95,1.07,1.79,2.67,2.66,1.46,1.02,1.82,0.0,1.67,0.6,1.66,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4437163770198822,0.5144017934799194,0.04188177362084389,0.07370913773775101,0.7471216917037964,0.1791691929101944,0.0008463562116958201,3.0125566041760976e-08,0.38127514719963074,0.47829416394233704,0.13794049620628357,7.290359462786e-07,0.0016430607065558434
35389,InvestWatchBlog,36105,11160,Donald Trump,Another stock market all time high on tuesday! dow up 29% since last november’s election! -,Fake,2,129,2.6,14.4,155.8,-0.361,0.194,-0.138,1.64,0.14,0.04,0.0,0.75,1.79,0.0,0.27,0.9,0.0,0.75,0.56,0.0,0.58,0.0,0.87,0.34,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.45331141352653503,0.5041306614875793,0.04255788400769234,0.04058649018406868,0.9594135284423828,0.0,0.2796005606651306,1.1827893104054965e-05,0.03396037220954895,3.047999598493334e-06,0.6139641404151917,4.843228484929796e-09,0.07246004790067673
14244,CNNPolitics,34556,10483,Donald Trump,Congress passes a $700 billion defense bill and sends it to president trump's desk,Real,2,129,5.2,10.0,150.5,-0.303,0.082,-0.09,0.39,0.0,0.24,0.13,0.0,1.58,1.01,0.0,0.0,0.0,1.15,0.92,0.0,0.0,0.0,0.89,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.43634212017059326,0.36304330825805664,0.20061463117599487,0.07855337858200073,0.9214466214179993,0.0,0.4790814518928528,9.184897862724029e-06,0.28798946738243103,0.014699929393827915,0.20883740484714508,0.00019271661585662514,0.009189818054437637
25190,SputnikInt,2733,15106,Donald Trump,.@realdonaldtrump thanks israeli city for naming park in his honor,Fake,2,129,3.7,26.5,131.6,0.002,-0.128,0.015,0.6,0.61,0.42,0.62,0.19,0.01,0.68,0.12,0.0,0.65,1.21,0.71,0.59,0.0,0.0,0.06,0.35,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41256189346313477,0.4203319251537323,0.16710618138313293,0.014611625112593174,0.7314487099647522,0.2539397180080414,0.623348593711853,0.00488258246332407,0.17185939848423004,0.000702308549080044,0.15785600244998932,0.0011685683857649565,0.040182553231716156
8012,Jerusalem_Post,1422,3487,Donald Trump,Trump skirts 'great firewall' to tweet about beijing trip,Real,2,129,10.5,-0.6,143.9,-0.05,0.141,-0.026,0.27,0.0,1.18,0.0,0.63,1.74,0.42,0.0,0.0,0.0,1.74,1.54,1.2,0.0,0.06,0.22,0.22,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3585483133792877,0.6414517164230347,0.0,0.07711047679185867,0.9228895306587219,0.0,0.0022625369019806385,3.322556096918561e-07,0.00652870861813426,1.8916050976258703e-05,0.6775197386741638,9.327709271644835e-09,0.31366971135139465
1903,AlArabiya_Eng,27772,4393,Donald Trump,"#trump to extend #iran sanctions relief, keeping #nucleardeal intact",Real,2,129,-7.7,11.1,133.2,-0.118,0.15,-0.106,0.02,0.53,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.01,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.368059903383255,0.4378259778022766,0.19411416351795197,0.0,0.5136203169822693,0.4863797128200531,0.08461368083953857,0.000142755001434125,0.4375925660133362,0.03330501168966293,0.0001260756835108623,0.4442155957221985,4.311320481065195e-06
1498,Independent,21799,28161,Donald Trump,The man who knows donald trump best has a terrifying prediction,Real,2,129,5.3,12.5,138.2,0.062,0.049,-0.011,0.0,0.19,1.74,0.88,0.43,1.53,0.71,0.51,0.0,0.19,0.95,0.04,1.19,0.0,1.4,1.08,0.68,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4078700542449951,0.5921298861503601,0.0,0.04321833699941635,0.7487674951553345,0.20801420509815216,0.774491012096405,0.006055294070392847,0.10700388997793198,0.0020127519965171814,0.07285135984420776,0.02905762568116188,0.008528009988367558
12199,MotherJones,6863,37643,Donald Trump,Trump just reacted to the gop loss in virginia. It isn’t a good look.,Real,2,129,16.5,10.6,133.2,-0.268,-0.023,0.018,2.35,3.51,1.86,2.95,0.15,0.51,0.97,0.2,0.0,0.0,2.24,0.82,0.0,0.0,3.43,2.92,0.12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.46825075149536133,0.4770719110965729,0.05467735603451729,0.0,0.10526488721370697,0.8947350978851318,1.1157384705029472e-07,1.2827892124053977e-17,0.026070022955536842,2.9650442101569752e-08,2.2313547276553436e-07,0.9739282727241516,1.3233149047664483e-06
27986,amlookout,28821,2870,Donald Trump,Trump just had a physical exam and the doctor had great news - democrats and their media allies have been pus...,Fake,2,129,3.9,20.9,142.0,-0.018,0.109,-0.047,0.0,0.0,2.63,0.0,1.52,1.46,0.74,1.16,1.36,1.27,0.02,1.2,0.6,0.45,0.11,0.34,1.38,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28561365604400635,0.7143864035606384,0.0,0.1966785490512848,0.0,0.8033214807510376,0.0027355558704584837,0.00022854036069475114,0.0009788048919290304,0.7603232264518738,0.11164498329162598,0.0005678226007148623,0.12352102249860764
1880,thetimes,13330,2016,Donald Trump,What a day in the life of trump is really like. Today in the times mag.,Real,2,129,10.5,2.1,128.8,-0.208,-0.109,-0.128,0.68,0.0,0.35,0.0,0.22,0.0,0.62,0.41,0.0,0.0,1.16,0.47,0.39,0.04,0.0,1.14,1.14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.39028695225715637,0.40759772062301636,0.20211531221866608,0.0,0.0,1.0,7.661993435548187e-12,7.661574126381042e-22,7.1267008934228215e-06,2.620774239403545e-06,0.00016897625755518675,2.7793815249310683e-08,0.9998212456703186
6436,FinancialTimes,8537,21079,Donald Trump,Donald trump says he ’would love’ to be interviewed under oath by robert mueller,Real,2,129,-5.4,17.1,128.6,-0.047,0.131,0.025,0.28,0.0,1.11,0.0,0.0,1.21,0.0,0.0,0.0,0.0,1.12,0.64,0.01,0.0,0.0,1.04,0.03,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5106074810028076,0.3232724368572235,0.16612008213996887,0.0,1.0,0.0,0.7219036817550659,0.061863597482442856,0.088323213160038,7.010943227214739e-05,0.10905621200799942,0.005161934066563845,0.013621353544294834
21661,RT_com,37950,15908,Donald Trump,Here are #trump’s highly-anticipated 2017 #fake #news #awards. We noticed #rt didn’t make the cut! [feeling proud],Fake,2,129,6.4,10.3,129.7,-0.102,-0.02,0.033,0.0,0.0,0.92,0.0,3.2,2.12,0.9,1.66,1.92,1.47,0.3,1.14,2.26,0.0,0.0,0.0,0.64,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3937455713748932,0.5567896366119385,0.04946476221084595,0.049736138433218,0.20535553991794586,0.744908332824707,3.5129321531712776e-06,1.050047635647866e-11,4.611980131130622e-08,0.9959509372711182,4.263239316060208e-05,1.6713867807993665e-05,0.003986165393143892
