,screen_name,happy_img_idx,angry_img_idx,person_name,clean_text,binaryLabel,rq,cluster_labels,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,m0_anger,m0_happiness,m0_calm,m1_disgust,m1_sadness,m1_surprise,dpfc_angry,dpfc_disgust,dpfc_fear,dpfc_happy,dpfc_sad,dpfc_surprise,dpfc_neutral
22058,PaulCraigRobert,24818,31020,Barack Obama,#russiagate turns on its originators,Fake,2,117,5.5,14.0,139.3,-0.094,0.092,-0.024,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.66,1.64,0.62,1.25,0.62,0.0,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2594243288040161,0.6668969392776489,0.07367874681949615,0.022163676097989082,0.964452862739563,0.013383532874286175,0.018268147483468056,6.75873234285973e-05,0.008533302694559097,0.0045420280657708645,0.12499816715717316,1.625863842491526e-05,0.8435745239257812
22099,InvestWatchBlog,1583,31549,Barack Obama,Obama once wrote to “be donald trump” is the american dream -,Fake,2,117,5.1,0.9,142.4,-0.156,0.234,0.119,1.36,0.0,0.0,0.0,2.27,2.34,0.61,1.75,2.15,1.4,1.34,0.0,1.11,0.0,2.52,0.0,0.83,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.4412655830383301,0.483091801404953,0.0756426528096199,0.12446960061788559,0.5785496234893799,0.29698076844215393,0.0012314433697611094,2.738859694595419e-10,0.01905987598001957,0.9751181602478027,0.00010884641233133152,0.004383878316730261,9.766582661541179e-05
36798,amlookout,14114,24068,Barack Obama,Total disgrace: obama invokes nazi germany in thinly veiled dig at trump - obama keeps proving he is simply i...,Fake,2,117,7.4,8.8,122.0,0.02,-0.086,-0.051,1.12,1.1,0.26,2.05,0.0,0.0,0.0,0.36,0.17,1.29,0.63,0.66,0.88,0.07,0.32,1.32,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4436710476875305,0.49107787013053894,0.06525102257728577,0.1111503466963768,0.5667821168899536,0.3220674991607666,0.0020771529525518417,2.3450022126780823e-05,0.0017952206544578075,0.0006055996054783463,0.07347344607114792,0.0007804202032275498,0.9212446808815002
37127,DCClothesline,22099,34937,Barack Obama,"Obama compares trump to hitler, implies america like 1930s nazi germany",Fake,2,117,6.4,19.4,151.0,0.004,0.329,0.043,2.25,1.84,0.95,1.22,0.0,0.0,0.0,0.72,0.0,0.0,0.83,0.67,0.0,0.0,0.64,0.74,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5272394418716431,0.295159250497818,0.17760132253170013,0.0,0.18213196098804474,0.8178680539131165,0.9994076490402222,6.188387996486355e-11,4.572964371618582e-07,3.0293570875733516e-17,0.0005918558454141021,5.659938189244047e-14,3.9198184254019e-08
31549,infowars,23051,34580,Barack Obama,Throwback: more media hysteria after trump's historic win,Fake,2,117,-7.7,13.9,138.6,0.022,0.279,-0.083,0.71,0.0,0.16,0.0,0.12,1.1,0.11,1.06,0.76,1.66,0.83,0.07,0.0,0.0,0.7,1.16,0.13,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.3403059244155884,0.5622186660766602,0.0974753201007843,0.062313586473464966,0.6676173806190491,0.27006906270980835,0.3368004262447357,0.3808872103691101,0.11512967199087143,0.000425081787398085,0.11710555106401443,0.002943847794085741,0.04670825973153114
26015,InvestWatchBlog,23100,28642,Barack Obama,Stats show obama granted permanent residence to 9 mil immigrants – not counting illegals. -,Fake,2,117,4.2,21.8,143.0,-0.232,-0.271,0.046,0.0,0.0,0.0,2.13,0.0,0.0,0.76,1.2,0.0,1.28,2.09,0.0,1.43,0.09,0.07,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.31349417567253113,0.46891236305236816,0.2175934761762619,0.0,0.0,1.0,0.002454288536682725,3.053566251765005e-05,0.08145121484994888,0.00020319178292993456,0.306828111410141,9.17767101782374e-06,0.6090234518051147
31516,SputnikInt,31516,31789,Barack Obama,"Former president #obama performs civic duty, reports for #chicago jury (videos)",Fake,2,117,3.2,13.4,120.9,-0.106,0.058,0.095,0.0,0.0,0.0,0.03,4.78,4.54,0.39,3.23,3.74,0.19,1.82,0.0,0.37,0.0,3.51,0.0,0.65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3052411377429962,0.6925018429756165,0.002257051644846797,0.09728790819644928,0.9027120471000671,0.0,5.665496428264305e-05,1.1210810058059906e-11,1.5231769623369473e-08,0.9254569411277771,4.825169597211243e-08,4.373762567411177e-05,0.0744425505399704
37689,amlookout,32741,28668,Barack Obama,Another bombshell: author of russia dossier was in contact with obama justice department - the russia dossier...,Fake,2,117,24.0,24.0,132.4,-0.114,-0.175,0.068,0.48,0.0,0.0,0.0,0.9,0.0,0.44,3.8,0.21,1.65,2.09,0.0,0.75,0.0,0.38,0.65,0.16,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43214744329452515,0.36490216851234436,0.2029503881931305,0.023087242618203163,0.0,0.976912796497345,0.006130029913038015,6.34082231165678e-10,0.9139939546585083,1.8947866919916123e-07,0.05553291365504265,2.1098579964018427e-05,0.024321842938661575
26185,orientalreview,24752,37320,Barack Obama,The obama-hezbollah conspiracy could shake the “deep state” and latin america,Fake,2,117,-10.6,10.9,133.5,-0.018,0.307,-0.041,0.67,0.0,0.0,0.0,0.0,0.0,0.14,1.35,0.0,0.82,0.53,0.0,0.62,0.0,0.83,1.07,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.2635556757450104,0.7364442944526672,0.0,0.07073371857404709,0.403637170791626,0.5256291627883911,0.03281144052743912,0.760516345500946,0.20618370175361633,0.00013632724585477263,0.000312816264340654,6.844515155535191e-06,3.245914922445081e-05
23100,rinf_community,27368,28481,Barack Obama,Video: clinton and obama helped make the dems a wall street party- thomas frank on rai (6/9),Fake,2,117,9.6,8.8,139.0,0.011,0.09,-0.015,0.0,0.0,1.57,0.0,0.34,2.38,0.35,0.29,0.0,0.49,0.0,0.0,1.66,0.27,0.39,0.23,0.49,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24721068143844604,0.752789318561554,0.0,0.16603578627109528,0.8238224387168884,0.010141808539628983,0.04141676425933838,5.716201485483907e-05,0.0021454961970448494,0.9324188828468323,0.000973906135186553,0.00021334527991712093,0.022774402052164078
24689,rinf_community,22017,20606,Barack Obama,‘nervous’ prince harry interviews obama for bbc radio — rt uk news,Fake,2,117,17.3,15.2,143.0,-0.144,-0.016,-0.121,0.0,0.0,0.37,0.0,2.96,1.91,1.42,2.13,2.87,1.1,0.27,0.56,0.45,0.41,2.56,0.73,0.17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.31549540162086487,0.6845045685768127,0.0,0.0,0.7093788981437683,0.2906211316585541,8.717279502412634e-12,4.831339330015184e-20,2.3423987749460196e-10,0.9992293119430542,2.653486985693121e-09,0.0006301053217612207,0.00014058302622288465
33099,therussophile,13688,22093,Barack Obama,The obama &amp; clinton cartel -,Fake,2,117,25.2,12.9,140.1,-0.336,-0.149,0.084,0.31,0.0,0.0,2.1,1.15,1.23,0.96,2.47,0.0,0.0,1.19,0.23,1.96,1.08,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2059531807899475,0.7940467596054077,0.0,0.13950668275356293,0.04303324222564697,0.8174600601196289,0.004285266622900963,2.6818915443982405e-07,0.41827592253685,5.142221198184416e-05,0.010749755427241325,0.004003588575869799,0.5626338124275208
30697,AFF_PATRIOTS,2290,34860,Barack Obama,Bombshell: obama’s family owned slaves… spread this like wildfire! -,Fake,2,117,7.7,13.5,144.6,0.059,0.229,-0.003,0.0,0.0,1.24,0.0,0.13,0.93,0.14,0.2,0.0,1.32,0.5,0.0,1.28,0.03,0.8,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3316478729248047,0.4844903349876404,0.18386179208755493,0.0,0.0,1.0,0.9043487906455994,0.0006603238289244473,0.0074227978475391865,0.0004858178144786507,0.03819958120584488,0.000884918961673975,0.04799777641892433
34580,Counter_info,23303,22113,Barack Obama,Trump continues obama’s support of nazism. U.s. Votes against un resolution condemning…,Fake,2,117,21.7,2.0,144.6,-0.059,-0.133,-0.019,1.08,0.0,0.0,1.32,1.16,0.15,0.13,1.53,0.35,0.42,1.18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45768991112709045,0.4567830264568329,0.08552704006433487,0.07994774729013443,0.023150892928242683,0.8969013690948486,0.27987784147262573,2.608318228070061e-09,0.03837144747376442,5.951430921413703e-06,0.6240572929382324,1.7625462760406663e-06,0.057685624808073044
38061,InvestWatchBlog,27223,5394,Barack Obama,Sarah huckabee sanders delivers another deadly blow to obama -,Fake,2,117,5.9,25.6,140.3,-0.166,0.208,-0.014,1.07,0.07,0.0,1.34,1.71,1.93,0.0,0.98,2.3,1.39,0.73,0.0,0.25,0.0,1.07,1.77,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2827596068382263,0.5228898525238037,0.19435055553913116,0.0,0.30037185549736023,0.6996281743049622,0.005411611869931221,6.171274549160444e-07,0.005124861840158701,1.1757546047874712e-07,0.9886022210121155,1.7346029324016854e-07,0.0008604463073424995
23701,InvestWatchBlog,36222,24775,Barack Obama,An investigative pattern emerges… -,Fake,2,117,3.0,7.6,127.9,-0.111,0.066,-0.013,0.54,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.71,1.52,0.9,1.08,0.79,0.0,0.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3095085918903351,0.43144530057907104,0.25904610753059387,0.08135306090116501,0.9186469316482544,0.0,0.0015403828583657742,3.258835477026878e-07,0.03587852790951729,0.023872070014476776,0.21686671674251556,0.00017953244969248772,0.7216625213623047
9355,NBCNews,28412,36222,Barack Obama,Former president obama to serve jury duty next month via @nbcchicago,Real,2,117,4.2,17.2,120.3,-0.215,-0.05,-0.048,1.05,0.72,0.46,2.76,0.37,1.63,0.0,1.34,0.0,0.36,1.75,0.0,0.0,0.0,0.92,0.64,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5221190452575684,0.10745980590581894,0.3704212009906769,0.056967541575431824,0.7866328358650208,0.15639957785606384,0.5111665725708008,5.116605166222143e-07,0.0015761968679726124,0.0002414106420474127,0.48630163073539734,1.6544189629374983e-10,0.0007137061911635101
29169,InvestWatchBlog,25195,21265,Barack Obama,The clinton criminal cartel unravels... -,Fake,2,117,-7.0,9.6,134.6,-0.299,0.011,-0.038,2.48,0.0,0.96,0.98,0.97,0.62,0.27,1.03,0.0,0.0,1.73,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5466532707214355,0.43797633051872253,0.015370428562164307,0.08272742480039597,0.8525339961051941,0.06473854929208755,0.5533694624900818,0.00021992840629536659,0.38060444593429565,0.0009331454639323056,0.0647411048412323,2.4892126020858996e-05,0.00010697392281144857
29767,AFF_PATRIOTS,5028,27368,Barack Obama,Bombshell: obama personally funded russian dossier so he could... -,Fake,2,117,2.8,8.5,118.2,-0.094,0.006,0.034,0.8,0.0,1.61,0.0,0.81,1.78,0.44,1.5,0.57,0.68,3.1,1.49,0.43,0.15,0.04,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3565186560153961,0.513237476348877,0.13024383783340454,0.0,0.0,1.0,0.9983382225036621,1.0768983926823239e-08,8.65732436068356e-05,4.567413114386909e-09,0.0014849462313577533,3.5766316131002895e-08,9.029853390529752e-05
5028,timesofindia,30561,8181,Barack Obama,Former us president @barackobama to visit india on december 1,Real,2,117,23.8,11.3,142.0,-0.023,-0.082,-0.036,0.02,0.0,0.18,0.0,0.0,0.0,0.0,0.12,0.36,0.7,0.74,0.5,1.14,0.39,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.4308634400367737,0.4466962516307831,0.12244028598070145,0.20226281881332397,0.5951791405677795,0.2025580257177353,0.00011340661876602098,7.47714477139505e-12,0.07063299417495728,0.047616709023714066,0.0026214795652776957,0.08000049740076065,0.7990149855613708
29361,therussophile,30260,30260,Barack Obama,The obama &amp; clinton cartel,Fake,2,117,20.8,18.7,137.7,-0.314,-0.229,0.081,0.27,0.0,0.0,0.31,0.77,1.26,0.44,1.91,0.0,0.0,2.73,0.0,4.01,0.0,0.0,0.0,0.07,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2635513246059418,0.7364487051963806,0.0,0.15976454317569733,0.22067253291606903,0.6195629835128784,0.0002932182978838682,3.7709741995684e-09,0.29937100410461426,0.0014757256722077727,0.050196077674627304,0.0013873397838324308,0.6472766399383545
28642,therussophile,22245,30432,Barack Obama,The dominoes are falling as president trump starts taking the deep state down – 'virtual…,Fake,2,117,-3.7,22.4,149.2,-0.001,0.246,-0.096,0.84,0.0,0.51,0.0,0.0,0.0,0.0,0.2,0.0,0.79,1.44,1.54,0.0,0.32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3233591318130493,0.5761269927024841,0.10051390528678894,0.14254556596279144,0.7090765833854675,0.14837785065174103,0.27553147077560425,8.984304145087663e-07,0.007825521752238274,0.0002468135498929769,0.3691229224205017,0.00010903122165473178,0.3471633195877075
10074,timesofindia,37807,21978,Barack Obama,.@ivankatrump defends malia obama over smoking video via @toiworld,Real,2,117,1.0,5.3,136.4,-0.068,0.157,-0.13,0.84,0.4,0.31,0.27,0.4,1.1,0.0,0.51,0.27,1.76,0.71,2.29,0.0,0.75,0.0,1.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.44534826278686523,0.33144912123680115,0.2232026308774948,0.04709869250655174,0.3740761876106262,0.5788251161575317,0.0026000458747148514,4.105872335458116e-07,0.009611138142645359,0.015159008093178272,0.023681553080677986,4.401212208904326e-05,0.9489038586616516
37607,InvestWatchBlog,23701,25709,Barack Obama,Americans shocked after number of illegal immigrants obama refused to deport is revealed -,Fake,2,117,7.8,29.7,125.8,-0.137,-0.07,0.174,1.5,0.0,0.97,0.0,0.65,0.7,1.11,0.92,0.39,0.0,2.1,0.0,0.0,0.0,1.85,0.69,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44373711943626404,0.4453783929347992,0.11088448762893677,0.024195997044444084,0.8655853271484375,0.11021877080202103,0.6687986850738525,8.27997663922081e-13,0.007982813753187656,1.0092689080920536e-05,3.597319300752133e-05,3.2988285170176823e-07,0.3231722116470337
22178,TheOnion,29455,37774,Barack Obama,On this day in history: black man out of work,Fake,2,117,13.5,26.2,146.0,0.09,0.119,0.008,0.25,0.0,1.73,0.02,0.0,0.46,0.0,0.0,0.0,0.3,0.76,0.62,0.9,0.65,0.0,0.0,0.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.27436181902885437,0.725638210773468,0.0,0.08167742937803268,0.4667007029056549,0.4516218602657318,0.015383672900497913,1.1245321474007142e-07,0.062445707619190216,2.859233609342482e-05,0.6619601249694824,1.21725379358395e-05,0.2601696252822876
27223,RonPaulInstitut,12864,23100,Barack Obama,Trump isn’t another hitler. He’s another obama.,Fake,2,117,4.5,25.5,152.8,-0.181,0.039,0.034,0.37,0.0,0.54,0.51,1.15,2.77,1.43,0.73,1.08,1.08,1.68,0.0,1.47,0.0,0.64,0.23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29620078206062317,0.5732429027557373,0.13055628538131714,0.07573183625936508,0.9242681860923767,0.0,0.03377287834882736,4.483003795030527e-05,0.006039622239768505,0.11103260517120361,0.08155596256256104,0.0029565095901489258,0.7645975947380066
11477,STcom,10074,33196,Barack Obama,Former us president barack obama expected to report for jury duty in illinois next month.,Real,2,117,9.1,14.3,135.2,-0.313,0.07,0.138,2.11,0.0,0.98,0.1,2.24,3.56,0.53,2.69,0.48,0.0,1.94,0.0,2.96,0.0,0.41,0.0,0.47,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5100656151771545,0.3281790614128113,0.16175533831119537,0.04417331889271736,0.9558267593383789,0.0,0.0009303855476900935,1.643236146264826e-06,0.771564781665802,0.00037795930984430015,0.22706492245197296,3.978547465521842e-05,2.055631557595916e-05
24818,RonPaulInstitut,34860,27223,Barack Obama,The russiagate witch-hunt - the deep state's 'insurance policy',Fake,2,117,5.4,18.1,140.6,-0.049,0.054,-0.004,0.0,0.0,0.32,0.0,2.85,2.35,1.23,1.73,3.02,2.14,0.49,0.0,0.98,0.0,2.21,0.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2559240758419037,0.7440758943557739,0.0,0.15254652500152588,0.6464336514472961,0.20101980865001678,5.986084516962364e-08,1.0001945459196544e-14,1.0336315199310775e-06,0.9980520009994507,3.2717025533202104e-06,0.001046431832946837,0.0008971029310487211
22017,truthout,33977,26185,Barack Obama,"Trump blamed obama for previous shutdown, said only presidents are to blame",Fake,2,117,16.0,19.0,136.0,-0.295,0.156,-0.005,1.96,1.32,0.84,1.73,0.54,2.37,0.0,0.59,0.0,0.0,1.69,0.11,0.81,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5270426273345947,0.10030483454465866,0.372652530670166,0.10499488562345505,0.7001577019691467,0.19484741985797882,0.008057709783315659,6.900126026110343e-10,0.1898995339870453,0.6587178707122803,0.04676228016614914,0.0003019841678906232,0.09626065939664841
639,business,22460,11989,Barack Obama,President obama did his civic duty. Again.,Real,2,117,-4.1,4.3,129.4,-0.102,0.15,-0.083,2.56,2.47,0.0,0.39,0.0,0.0,0.0,0.0,0.11,0.0,0.88,0.04,0.56,0.0,0.93,1.45,0.13,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38446080684661865,0.5449084639549255,0.07063069939613342,0.0,0.0,1.0,0.8809280395507812,3.758668469799886e-07,0.00511451018974185,0.004803503397852182,0.01875137910246849,0.005010342225432396,0.08539183437824249
12864,CNNPolitics,24293,21470,Barack Obama,Former president barack obama called for jury duty in illinois,Real,2,117,-5.9,11.5,141.7,-0.198,0.216,-0.066,2.28,0.0,0.91,0.12,0.67,0.73,0.88,0.77,0.3,0.58,1.28,0.0,0.5,0.0,1.17,1.42,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5394542813301086,0.44804707169532776,0.012498660944402218,0.17216145992279053,0.8043103814125061,0.023528143763542175,0.004703741054981947,0.0012230725260451436,0.21359990537166595,0.015516160055994987,0.7400172352790833,4.661589264287613e-05,0.02489328198134899
25041,amlookout,407,17164,Barack Obama,Lol: new york times claims obama admin lied only 18 times - liberal newspapers like the new york times are de...,Fake,2,117,28.3,19.7,162.0,-0.052,0.14,0.181,2.13,2.03,0.95,2.6,1.42,1.47,0.0,0.0,0.76,0.0,0.87,0.45,0.26,0.61,0.25,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.39816948771476746,0.49284791946411133,0.108982615172863,0.030065594241023064,0.06409585475921631,0.905838668346405,8.284017894766293e-06,1.7693277398755924e-11,0.33494818210601807,0.0003335447399877012,0.6639788746833801,2.0625309389288304e-06,0.0007290899520739913
407,CBSNews,639,22058,Barack Obama,Former president barack obama called for jury duty in chicago,Real,2,117,27.4,7.7,146.6,0.023,-0.226,0.097,0.35,0.0,0.36,0.18,0.82,0.74,0.86,1.38,0.61,0.0,1.54,0.04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.400588721036911,0.5994113087654114,0.0,0.08623122423887253,0.8109151124954224,0.10285365581512451,0.9657649993896484,3.6483798204756113e-09,2.2037273083697073e-05,0.005490240175276995,0.004731905646622181,8.355674196991458e-08,0.02399076335132122
32229,TheOnion,36120,22178,Barack Obama,Obama sinks family savings into developing presidential tabletop game,Fake,2,117,13.7,25.0,166.3,0.051,0.064,0.062,0.76,0.0,1.51,0.52,2.01,2.47,0.7,0.49,0.64,0.0,1.1,0.33,1.52,0.0,0.38,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.35690969228744507,0.41348785161972046,0.22960244119167328,0.26756349205970764,0.0,0.73243647813797,0.0035780377220362425,1.2947722321382527e-12,0.011046754196286201,2.2634183096670313e-06,0.059258460998535156,6.388801931933585e-09,0.9261144995689392
24068,AFF_PATRIOTS,33345,36120,Barack Obama,Breaking: bombshell proof the cia helped forge obama’s birth certificate exposed -,Fake,2,117,9.0,13.7,128.5,-0.069,-0.123,0.093,0.62,0.0,0.97,0.16,1.12,1.37,1.24,1.88,0.81,0.0,1.06,0.21,0.05,0.0,0.33,0.97,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3824695348739624,0.44448330998420715,0.17304717004299164,0.043068550527095795,0.9569314122200012,0.0,0.3233819901943207,1.782936287497705e-08,0.0014103591674938798,0.0009326448780484498,0.49206286668777466,2.0994213034697395e-09,0.18221211433410645
27748,InvestWatchBlog,22058,21952,Barack Obama,Obama's library violates national rules! -,Fake,2,117,11.2,15.0,131.4,-0.145,-0.033,0.169,0.01,0.0,0.32,0.46,0.99,2.28,2.04,1.9,0.0,0.61,2.83,1.79,1.87,0.0,0.0,0.0,0.53,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3678092956542969,0.5441457629203796,0.0880448967218399,0.06359705328941345,0.33076125383377075,0.605641782283783,0.003407872747629881,3.312355545403989e-08,0.00017343614308629185,0.00013949043932370842,0.056300170719623566,1.166500780414026e-07,0.939978837966919
28481,therussophile,21978,22017,Barack Obama,Un syrian chemical weapons report exposes washington’s lies -,Fake,2,117,7.2,15.1,119.5,-0.114,0.022,-0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.32,2.35,0.0,0.88,2.26,1.44,0.72,0.17,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42355796694755554,0.17119573056697845,0.4052463173866272,0.0021754263434559107,0.6310295462608337,0.36679506301879883,0.14795926213264465,1.2544927585622645e-07,0.43483954668045044,2.756658250291366e-05,0.03369269520044327,0.3402234613895416,0.04325728118419647
3531,ChannelNewsAsia,19063,35531,Kim Jong-un,North korea's kim wishes xi 'great success',Real,2,132,6.8,24.0,145.7,-0.033,0.011,0.01,0.01,0.0,0.63,0.0,2.15,0.7,1.64,1.99,2.56,1.53,0.2,0.0,0.27,0.0,1.71,0.07,0.78,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.30559042096138,0.6944095492362976,0.0,0.04508529603481293,0.59725022315979,0.35766443610191345,0.00010044791997643188,5.655915629176889e-07,3.4871845855377614e-05,0.9996809959411621,2.9599188565043733e-05,8.114843694784213e-06,0.00014531391207128763
24366,Counter_info,316,23996,Kim Jong-un,"Military madness: america’s permanent war agenda threatens world peace, stability and…",Fake,2,132,9.2,6.7,139.9,-0.102,0.049,0.156,0.54,0.54,0.58,1.22,1.33,0.0,0.0,0.0,0.74,0.0,0.31,0.99,2.22,0.0,0.36,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3717253804206848,0.2793525457382202,0.34892210364341736,0.26084908843040466,0.0,0.7391509413719177,0.2542635202407837,3.6552123106048384e-07,0.4859849214553833,8.874246191226121e-07,0.2592994272708893,5.8812799075269595e-09,0.0004509082646109164
3633,STForeignDesk,29383,30925,Kim Jong-un,Trump denies saying he probably had good relationship with #kimjongun,Real,2,132,0.8,18.0,127.7,-0.095,-0.015,0.008,0.45,1.13,0.0,0.0,2.37,1.96,1.88,2.59,2.71,1.07,0.83,0.0,0.0,0.0,2.73,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3929436504840851,0.5571888089179993,0.04986755549907684,0.18390047550201416,0.8160995244979858,0.0,0.00010694999946281314,1.9411256602097637e-08,0.6340641379356384,0.36571580171585083,0.00011269313836237416,3.4753219324556994e-07,3.248078073170291e-08
